Year,Month,AirlineCode,AirportCode,TotalFlights,FlightsDelayedOver15Min,CarrierDelayCount,WeatherDelayCount,NASDelayCount,SecurityDelayCount,LateAircraftDelayCount,CancelledFlights,DivertedFlights,ArrivalDelayMinutes
2022,7,9E,ABE,33,2,0.92,1,0.08,0,0,0,0,129
2022,7,9E,ABY,78,25,11.8,0.72,5.01,0,7.48,0,0,1664
2022,7,9E,ACK,124,19,5.84,1,6.76,0,5.4,5,4,1523
2022,7,9E,AEX,67,10,1.32,1,2.4,1,4.28,0,1,657
2022,7,9E,AGS,174,30,18.1,5.75,3.6,0,2.55,1,0,2462
2022,7,9E,ALB,114,16,3.7,1.82,2.33,0,8.15,5,0,1145
2022,7,9E,ATL,2219,470,111.62,23.02,129.81,0,205.56,8,10,41843
2022,7,9E,ATW,17,3,1.69,0,1.31,0,0,0,0,73
2022,7,9E,AUS,37,4,3,1,0,0,0,3,0,301
2022,7,9E,AVL,59,13,3.82,1,6,0,2.18,7,0,630
2022,7,9E,AZO,70,10,7.93,1,1,0,0.07,0,1,477
2022,7,9E,BGM,31,6,2.47,0,2.53,0,1,0,0,219
2022,7,9E,BGR,183,33,13.06,0.11,8.45,0,11.38,22,0,2615
2022,7,9E,BHM,54,12,4.58,0.97,4.62,0,1.83,8,0,724
2022,7,9E,BMI,26,5,2.28,0,1.72,0,1,0,0,122
2022,7,9E,BNA,214,56,18.94,2.81,20.68,0,13.57,23,0,3797
2022,7,9E,BOS,344,72,22.11,1.94,20.21,0,27.74,21,0,7217
2022,7,9E,BQK,88,13,6.09,0.66,2.13,0,4.12,0,1,846
2022,7,9E,BTV,176,31,16.58,2,6.5,0,5.92,14,0,1344
2022,7,9E,BUF,177,24,8.62,1.4,8.53,0,5.45,14,0,1433
2022,7,9E,BWI,111,21,7.47,0,6.59,0,6.94,11,0,1705
2022,7,9E,CAE,29,14,1.16,0.68,8,0,4.16,1,0,1218
2022,7,9E,CHA,116,30,11.04,0.41,8.85,0,9.7,0,1,1928
2022,7,9E,CHO,139,31,7.85,1.62,14.06,0,7.47,5,1,1747
2022,7,9E,CHS,216,40,10.23,1.25,13.66,0,14.86,13,3,3671
2022,7,9E,CID,96,15,8.26,0.73,3.05,0,2.96,0,0,913
2022,7,9E,CLE,379,64,19.79,1.5,14.82,0,27.89,33,0,5613
2022,7,9E,CLT,291,67,24.81,2.75,23.87,0,15.57,28,0,4614
2022,7,9E,CMH,31,5,2.01,0,2.99,0,0,0,0,349
2022,7,9E,CRW,65,15,4.9,0.01,7.88,0,2.2,0,1,1027
2022,7,9E,CSG,87,12,7.06,0.26,2.44,0,2.24,0,0,611
2022,7,9E,CVG,555,96,27.94,2.58,31.23,0,34.25,33,0,7574
2022,7,9E,CWA,93,8,3.02,0,1.16,0.93,2.89,0,0,581
2022,7,9E,DAY,44,8,3.36,0.24,3.92,0,0.48,0,0,504
2022,7,9E,DCA,171,32,9.28,2.81,17.36,0,2.55,13,0,2403
2022,7,9E,DHN,87,21,8.49,2.13,1.04,0,9.34,0,0,2058
2022,7,9E,DLH,31,3,1,0,1,0,1,0,0,444
2022,7,9E,DSM,202,32,15.42,0,6.25,0,10.33,2,0,2151
2022,7,9E,DTW,1392,216,75.45,8.98,30.41,0,101.16,14,2,19985
2022,7,9E,EVV,36,6,4.91,0,0.54,0,0.56,1,0,339
2022,7,9E,EWR,121,14,2.76,1,9.26,0,0.97,19,0,1353
2022,7,9E,FAY,36,4,1.81,0,2.19,0,0,0,0,149
2022,7,9E,FSD,33,6,1.94,0,0,0,4.06,0,0,701
2022,7,9E,GNV,1,0,0,0,0,0,0,0,0,0
2022,7,9E,GPT,31,5,2,0,1.04,0,1.96,1,0,495
2022,7,9E,GRR,78,19,7.9,0,5.62,0,5.48,12,0,1590
2022,7,9E,GSO,103,32,12.44,2.53,8.62,0,8.42,6,0,2288
2022,7,9E,GSP,100,21,6.02,0.31,5.23,0,9.44,10,0,1485
2022,7,9E,GTR,83,20,7.34,0.33,5.48,0,6.86,1,0,1718
2022,7,9E,HPN,50,8,4.18,0.9,2.52,0,0.39,1,0,599
2022,7,9E,IAD,93,20,7.36,0,9.1,0,3.54,10,0,1092
2022,7,9E,ILM,120,38,11.72,2.24,20.63,0,3.41,6,0,1578
2022,7,9E,IND,186,39,17.25,0,10.72,0.48,10.55,11,0,3776
2022,7,9E,ITH,10,0,0,0,0,0,0,0,0,0
2022,7,9E,JFK,2056,339,101.78,9.83,131.09,0,96.3,164,8,31737
2022,7,9E,LAN,70,4,3.8,0,0.03,0,0.17,0,0,622
2022,7,9E,LEX,71,22,10.18,0.9,5.92,0,4.99,0,0,1028
2022,7,9E,LFT,94,15,3.93,0,6.92,0,4.15,0,0,526
2022,7,9E,LGA,3293,581,151.2,31.22,233.85,0,164.73,309,37,58135
2022,7,9E,MBS,62,7,4.79,0,1.21,0,1,0,0,1065
2022,7,9E,MCI,36,6,1.58,0,2.35,0,2.07,2,0,1536
2022,7,9E,MEM,75,15,6.07,0,4.63,0,4.31,3,0,965
2022,7,9E,MGM,124,27,11.94,2.78,4.38,0,7.9,0,0,1952
2022,7,9E,MKE,231,55,25.73,1,12.67,0,15.6,22,2,4947
2022,7,9E,MLI,52,8,3.85,0,1.75,0,2.4,0,0,562
2022,7,9E,MLU,83,19,6.65,0,1.92,0,10.43,0,0,1126
2022,7,9E,MOB,107,31,18.09,1.61,6.15,0,5.16,0,1,1771
2022,7,9E,MSN,79,15,3.34,1.34,7.14,0,3.18,9,0,1575
2022,7,9E,MSP,617,89,38.23,1.49,20.4,0,28.87,6,0,7483
2022,7,9E,MYR,93,25,5.75,0,14.93,0,4.31,6,0,1748
2022,7,9E,OAJ,52,15,4.6,0,3.98,0,6.42,0,0,1373
2022,7,9E,OMA,37,9,4,1,1.93,0,2.07,7,0,1563
2022,7,9E,ORD,91,13,1.18,0,7.71,0,4.11,6,0,796
2022,7,9E,ORF,284,47,14.02,0.62,13.27,0,19.09,21,1,4695
2022,7,9E,ORH,26,5,3.31,0,1,0,0.69,3,0,230
2022,7,9E,PHL,26,9,4.72,0.47,0.51,0,3.3,2,0,759
2022,7,9E,PIT,247,46,11.32,2.59,14.68,0,17.41,18,0,3435
2022,7,9E,PVD,126,15,8.48,0,0.9,0,5.62,6,0,1248
2022,7,9E,PWM,170,24,10.44,1,6.82,0,5.74,24,0,3801
2022,7,9E,RDU,499,91,33.43,0.83,21.64,0,35.09,50,1,8063
2022,7,9E,RIC,309,49,13.25,1,16.73,0,18.02,19,0,3715
2022,7,9E,ROA,88,15,7.77,1,4.24,0,2,1,0,692
2022,7,9E,ROC,250,33,9.39,3.37,6.5,0,13.75,18,0,2607
2022,7,9E,SAV,183,37,5.04,0.82,13.51,0,17.63,16,1,3838
2022,7,9E,SGF,8,2,0,0,2,0,0,0,0,32
2022,7,9E,SHV,95,17,7.7,0.92,5.93,0,2.45,0,0,560
2022,7,9E,STL,140,18,7.59,0.46,6.02,0,3.92,19,0,1367
2022,7,9E,SYR,223,31,17.04,0,4.08,0,9.88,13,0,1586
2022,7,9E,TRI,149,19,9.11,0.42,4.78,0,4.7,0,0,1536
2022,7,9E,TVC,103,12,6.21,1.13,3.39,0,1.27,2,0,818
2022,7,9E,TYS,218,45,13.85,0.27,13.79,0,17.09,8,2,3524
2022,7,9E,VLD,87,19,8.36,1.9,2.94,0,5.8,0,0,886
2022,7,9E,XNA,111,15,7.77,1.37,2.5,0,3.37,1,0,951
2022,7,AA,ABQ,249,92,33.84,0.3,10.52,0,47.35,2,0,6582
2022,7,AA,ALB,79,32,10.23,2.28,3.58,0.22,15.7,3,0,2806
2022,7,AA,ANC,93,25,10.66,0,7.93,0,6.41,0,1,2454
2022,7,AA,ATL,524,212,67.48,9.78,38.84,0.09,95.82,11,0,15548
2022,7,AA,AUS,1430,509,172.67,14.37,144.4,1.64,175.93,44,1,36903
2022,7,AA,AVL,31,12,5.99,0,0.59,0,5.42,1,0,578
2022,7,AA,AVP,84,38,13.8,3.71,5.68,0,14.81,2,1,2180
2022,7,AA,BDL,384,137,41.17,8.49,15.34,0.13,71.87,13,0,9895
2022,7,AA,BGR,62,18,3.91,0,2.37,0,11.73,2,0,1153
2022,7,AA,BHM,55,31,9.28,1,9.56,0.15,11.02,0,3,2140
2022,7,AA,BNA,519,197,63.63,6.28,36.29,0,90.81,18,0,14834
2022,7,AA,BOI,124,38,17.96,0.51,3.37,0,16.16,2,0,3107
2022,7,AA,BOS,1878,541,180.95,24.7,124.42,1.28,209.66,64,3,34789
2022,7,AA,BTV,52,12,5.03,0,3.17,0,3.79,1,0,761
2022,7,AA,BUF,220,78,28.67,0.56,13.01,0,35.76,10,1,6215
2022,7,AA,BUR,62,19,6.43,0.32,3.05,0,9.2,0,0,825
2022,7,AA,BWI,363,143,46.48,9.93,23.6,1,61.99,20,0,9553
2022,7,AA,BZN,93,34,13.01,0,7.22,0,13.77,0,0,2097
2022,7,AA,CHS,397,139,38.67,12.15,27.3,0.45,60.44,18,2,11237
2022,7,AA,CLE,322,118,41.41,5.07,27.08,1.08,43.36,8,0,7214
2022,7,AA,CLT,9444,2481,642.49,222.9,609.14,3.09,1003.38,385,51,201853
2022,7,AA,CMH,289,106,30.8,9.52,14.93,0,50.75,3,1,7310
2022,7,AA,COS,93,26,12.4,0,2.92,0,10.69,0,0,1373
2022,7,AA,CVG,123,40,13.61,0,5.7,1,19.69,4,0,2190
2022,7,AA,DCA,2398,730,194.02,32.78,204.54,1.97,296.68,131,12,52555
2022,7,AA,DEN,727,257,88.04,5.82,71.85,1.27,90.02,21,8,15387
2022,7,AA,DFW,12680,2875,862.42,141.91,467.27,9.15,1394.26,298,30,259180
2022,7,AA,DSM,180,62,24.03,2.28,7.81,0.34,27.54,7,0,4625
2022,7,AA,DTW,331,114,40,6.6,19.76,0.64,47,11,0,7472
2022,7,AA,ECP,10,4,2.37,0,0.43,0,1.21,0,0,263
2022,7,AA,EGE,62,16,7.08,0.09,3.66,0,5.17,1,1,1959
2022,7,AA,ELP,140,57,17.64,0.25,7.12,0,31.99,5,0,4420
2022,7,AA,EUG,64,25,9.41,0.59,0.86,0,14.15,0,0,2479
2022,7,AA,EWR,809,301,85.71,17.3,85.06,0.09,112.85,61,3,21462
2022,7,AA,EYW,201,45,19.65,1.53,10.14,0,13.69,6,0,3388
2022,7,AA,FAT,130,34,15.34,0,4.36,0,14.29,4,0,2564
2022,7,AA,FCA,72,22,6.48,0,13.27,0,2.25,0,1,1367
2022,7,AA,FLL,478,123,50.86,2.92,15.85,2.19,51.17,8,1,9932
2022,7,AA,GEG,62,20,10.94,0,0.6,0,8.46,0,0,3160
2022,7,AA,GRR,118,44,16.25,0,4.15,0,23.59,8,1,3883
2022,7,AA,GSO,31,20,1.82,2.54,2.17,0,13.47,1,0,1545
2022,7,AA,GSP,61,25,15.88,0,3.91,0,5.21,2,0,1672
2022,7,AA,HNL,217,29,20.56,0,3.95,0,4.49,0,1,1711
2022,7,AA,IAD,123,47,10.1,3.93,3.8,0,29.17,8,1,2868
2022,7,AA,IAH,535,163,71.72,8.07,25.44,0,57.77,19,0,10992
2022,7,AA,ICT,110,41,18.04,0.41,2.04,0,20.51,3,0,4967
2022,7,AA,ILM,98,48,10.82,8.79,5.06,2,21.33,5,1,3820
2022,7,AA,IND,373,115,41.72,5.86,23.31,0,44.12,11,1,8340
2022,7,AA,JAC,98,22,11.93,0.15,4.87,0,5.05,1,0,1742
2022,7,AA,JAX,369,155,67.46,4.05,25.89,0,57.6,12,5,9071
2022,7,AA,JFK,1385,366,124.81,14.06,117.25,0.26,109.62,51,5,25924
2022,7,AA,KOA,93,23,8.21,0,12.25,0,2.54,0,0,939
2022,7,AA,LAS,1258,408,143.17,11.49,105.57,5.52,142.25,31,4,28483
2022,7,AA,LAX,2554,660,246.96,23.68,155.95,0.66,232.75,58,2,51172
2022,7,AA,LGA,1863,580,178.76,20.83,173.26,1.65,205.5,143,21,40897
2022,7,AA,LIH,93,21,8.74,0,9.01,0,3.26,0,0,876
2022,7,AA,LIT,61,18,4.27,2.35,1.11,0.33,9.94,4,1,1435
2022,7,AA,MCI,433,155,56.35,4.27,15.72,0,78.67,9,0,11161
2022,7,AA,MCO,1485,521,156.55,16.86,169.19,1.78,176.62,21,5,33769
2022,7,AA,MDT,62,21,9.98,0,2.36,0,8.66,5,0,2451
2022,7,AA,MEM,342,137,53.33,5.91,15.7,0,62.06,7,0,10429
2022,7,AA,MFE,119,38,21.7,0.1,1.67,0,14.53,4,0,2302
2022,7,AA,MHT,62,24,7.98,2.48,3.17,0,10.37,4,0,1299
2022,7,AA,MIA,4573,1155,384.97,51.97,312.13,3.45,402.48,137,15,91605
2022,7,AA,MKE,173,72,26.1,3.3,8.51,0.07,34.02,5,1,4777
2022,7,AA,MSN,119,60,21.65,3.82,7.25,0.12,27.16,3,0,4727
2022,7,AA,MSO,31,3,1.97,0,1.03,0,0,0,0,97
2022,7,AA,MSP,353,143,48.53,2.69,17.48,0.95,73.34,8,1,11676
2022,7,AA,MSY,539,187,50.95,4.09,43.7,1.19,87.08,18,2,11000
2022,7,AA,MTJ,31,2,2,0,0,0,0,1,0,94
2022,7,AA,MYR,165,59,13.86,7.45,8.33,0,29.37,6,0,4410
2022,7,AA,OGG,186,27,11.58,0,7.73,0,7.7,0,0,1762
2022,7,AA,OKC,155,51,20.99,3.19,6.97,0.1,19.75,0,0,3005
2022,7,AA,OMA,185,72,21.17,2.07,6.76,0.11,41.89,5,0,5185
2022,7,AA,ONT,218,77,29.38,2.8,7.39,0.16,37.26,4,0,4490
2022,7,AA,ORD,4779,1284,325.01,60.41,333.87,2.96,561.74,202,17,118455
2022,7,AA,ORF,212,79,25.41,3.02,15.51,0.18,34.87,7,1,4655
2022,7,AA,PBI,345,108,28.96,7.13,29.18,0.08,42.65,10,0,7297
2022,7,AA,PDX,291,100,39.61,6.01,8.67,0.95,44.76,2,1,7850
2022,7,AA,PHL,3117,702,207.98,50.56,113.98,1.04,328.44,97,2,55588
2022,7,AA,PHX,3846,901,302.9,31.66,177.03,4.06,385.35,74,25,84913
2022,7,AA,PIT,444,154,63.6,6.08,23.26,0.55,60.52,14,0,9845
2022,7,AA,PNS,135,62,30.41,1,8.78,0.04,21.78,3,0,5459
2022,7,AA,PSP,62,22,11.18,0,2.32,0,8.51,1,0,1047
2022,7,AA,PVD,166,67,22.4,3.3,8.84,0,32.45,14,0,5131
2022,7,AA,PWM,144,40,11.97,1.23,5.85,0,20.95,3,0,3182
2022,7,AA,RAP,36,15,5.19,0,6.41,0,3.4,0,0,1070
2022,7,AA,RDU,829,295,101.91,15.23,57.87,0,119.99,27,6,21340
2022,7,AA,RIC,287,109,36.93,9.3,13.1,1.15,48.52,10,0,7163
2022,7,AA,RNO,181,43,24.45,0.1,2.87,0.82,14.76,3,2,2180
2022,7,AA,ROC,67,25,9.49,0.74,2.49,0,12.28,3,0,2767
2022,7,AA,RSW,416,131,43,3.04,33.13,0,51.84,15,0,8574
2022,7,AA,SAN,678,209,89.78,4.6,24.51,0.71,89.4,17,0,17066
2022,7,AA,SAT,502,162,64.95,5.47,23.35,1,67.23,11,0,10320
2022,7,AA,SAV,139,48,12.38,2.71,12.46,0,20.45,4,1,3691
2022,7,AA,SBA,123,21,10.95,0,1.31,0,8.74,3,1,1202
2022,7,AA,SDF,87,30,2.88,2.91,6.77,0,17.45,11,0,2560
2022,7,AA,SEA,487,163,62.26,8.31,33.13,0.17,59.13,9,1,10316
2022,7,AA,SFO,866,290,103.83,9.16,58.07,2.21,116.74,32,1,17370
2022,7,AA,SJC,124,39,19.51,0,3.23,0,16.26,1,0,2474
2022,7,AA,SJU,418,115,60.75,2.89,17.99,1.22,32.15,3,1,8822
2022,7,AA,SLC,279,113,42.56,3.86,13.66,0,52.92,8,2,8690
2022,7,AA,SMF,216,82,31.3,2.31,11.31,0,37.08,5,0,6781
2022,7,AA,SNA,538,120,50.61,1.44,19.21,1.84,46.9,10,1,8088
2022,7,AA,SRQ,155,49,13.49,0.69,17.03,0,17.79,6,1,2659
2022,7,AA,STL,584,206,80.04,6.66,34.93,1.19,83.18,30,2,16746
2022,7,AA,STT,187,40,12.07,1.61,17.98,0.19,8.15,3,3,2071
2022,7,AA,STX,67,17,5.76,0.04,0.25,0,10.95,0,0,741
2022,7,AA,SYR,136,62,22.78,1.04,11.57,0.61,26,4,0,3566
2022,7,AA,TPA,1003,353,120.38,14.07,74.47,0.69,143.39,23,8,24018
2022,7,AA,TUL,203,71,22.41,3.47,13.6,0,31.53,2,0,3982
2022,7,AA,TUS,248,64,28.56,0.29,8.21,0,26.94,12,0,3996
2022,7,AA,VPS,201,62,26.97,2.82,10.43,0,21.78,10,0,4777
2022,7,AA,XNA,31,5,2.36,0,2.64,0,0,1,0,307
2022,7,AS,ABQ,49,9,1.83,0,3.94,0,3.23,0,1,220
2022,7,AS,ADK,9,1,0.94,0,0.06,0,0,0,0,235
2022,7,AS,ADQ,124,14,3.53,3.07,4.12,0,3.27,4,1,825
2022,7,AS,AKN,72,17,4.69,0.91,9.71,0,1.68,0,0,760
2022,7,AS,ANC,1568,356,98.61,0,99.99,58.69,98.71,18,3,17886
2022,7,AS,ATL,123,12,5.8,0,5.2,0,1,0,0,663
2022,7,AS,AUS,256,53,18.25,0,24.94,0,9.81,0,0,2146
2022,7,AS,BET,62,10,3.47,0,3.7,0,2.83,0,0,376
2022,7,AS,BNA,59,12,2,0,3.77,0,6.23,0,0,328
2022,7,AS,BOI,61,15,8.11,0,4.09,0,2.8,0,0,785
2022,7,AS,BOS,208,24,8.93,1.94,9.25,0,3.87,0,0,1257
2022,7,AS,BRW,31,11,4.09,1,2.4,0,3.51,3,4,358
2022,7,AS,BUR,127,16,6.7,0,3.76,0,5.53,0,0,638
2022,7,AS,BWI,62,0,0,0,0,0,0,0,0,0
2022,7,AS,BZN,60,13,6.89,0,3.63,0,2.48,0,0,449
2022,7,AS,CDV,62,10,4.4,0,3.17,0,2.43,1,1,314
2022,7,AS,CHS,31,3,1,0,2,0,0,0,0,54
2022,7,AS,CLE,31,3,2,0,1,0,0,0,0,62
2022,7,AS,CMH,31,3,2.28,0,0,0,0.72,0,0,195
2022,7,AS,CVG,31,3,2.26,0,0.04,0,0.7,0,0,282
2022,7,AS,DAL,62,9,3.15,0,2.6,0,3.24,0,1,688
2022,7,AS,DCA,155,42,13.7,0,17.1,1.13,10.07,1,1,3326
2022,7,AS,DEN,188,36,10.29,1.53,19.34,0,4.84,1,0,1264
2022,7,AS,DFW,175,44,18.02,0.25,16.16,0,9.57,0,0,1560
2022,7,AS,DLG,31,2,0,0.61,0.39,0,1,0,0,122
2022,7,AS,DTW,61,3,2.99,0,0.01,0,0,1,0,241
2022,7,AS,ELP,31,6,3.43,0,2.57,0,0,0,0,211
2022,7,AS,EWR,306,56,11.03,2.56,33.63,1,7.79,1,8,3399
2022,7,AS,FAI,269,38,18.06,0,8.87,0,11.07,1,0,1426
2022,7,AS,FAT,30,6,1.94,0,0.7,0,3.36,0,0,268
2022,7,AS,FLL,30,3,0.67,0,2.33,0,0,0,0,80
2022,7,AS,GEG,210,34,15.65,0,6.49,0.23,11.63,1,0,1515
2022,7,AS,GST,31,6,2,0,3.06,0,0.94,1,0,218
2022,7,AS,HNL,248,59,20.29,0,30.86,1,6.85,0,1,2596
2022,7,AS,IAD,109,6,1.22,0,4.11,0,0.67,0,1,168
2022,7,AS,IAH,61,10,4.02,0,4.27,0,1.71,1,0,292
2022,7,AS,IND,60,11,5.96,0,0.46,0,4.59,0,0,474
2022,7,AS,JAC,23,2,0,0,1.3,0,0.7,0,0,50
2022,7,AS,JFK,372,58,17.69,0,26.99,0.46,12.86,0,2,2399
2022,7,AS,JNU,495,88,33.69,0.83,25.47,2,26.01,5,0,3487
2022,7,AS,KOA,155,35,10.37,0.56,21.23,0,2.84,0,0,1254
2022,7,AS,KTN,246,38,16.63,0,9.14,0,12.23,2,0,1479
2022,7,AS,LAS,430,97,22.53,4.43,51.24,0,18.8,0,3,4892
2022,7,AS,LAX,696,145,38.71,1.64,60.64,0.82,43.19,3,0,7167
2022,7,AS,LIH,124,18,10.26,0,7.74,0,0,0,0,602
2022,7,AS,MCI,62,4,4,0,0,0,0,0,0,109
2022,7,AS,MCO,186,47,18.37,0.12,25.86,0,2.65,0,0,2443
2022,7,AS,MIA,31,3,0.98,0,1.04,0,0.98,1,0,152
2022,7,AS,MKE,31,5,2.7,0,1.3,0,1,0,0,270
2022,7,AS,MSP,116,14,5.83,0,2.91,0,5.26,0,0,518
2022,7,AS,MSY,31,11,4.13,0,0.8,0,6.07,0,0,454
2022,7,AS,OAK,56,7,3.34,0,2.66,0,1,0,0,248
2022,7,AS,OGG,247,43,9.83,0,26.65,0,6.51,0,0,2302
2022,7,AS,OKC,31,8,3.09,0,3.05,0,1.86,0,0,208
2022,7,AS,OMA,31,5,1.7,0,2.3,0,1,0,0,119
2022,7,AS,OME,62,10,1.98,1.87,2.95,0,3.2,0,1,476
2022,7,AS,ONT,89,17,6.91,0,3.52,0,6.57,0,0,633
2022,7,AS,ORD,286,44,19.95,0.69,18.49,0,4.87,0,1,1815
2022,7,AS,OTZ,62,8,1.86,0.23,2.4,0,3.51,1,1,321
2022,7,AS,PAE,36,4,0,0.84,2.36,0,0.8,0,0,279
2022,7,AS,PDX,1126,196,49.1,6.8,52.54,1.35,86.21,4,1,9619
2022,7,AS,PHL,62,6,2.95,0,1.14,0,1.91,0,0,346
2022,7,AS,PHX,310,62,19.13,0,34.47,0.7,7.7,0,2,2770
2022,7,AS,PIT,62,11,5.09,0,0.69,0,5.22,0,0,454
2022,7,AS,PSG,61,6,1,0,2.41,0,2.59,0,0,148
2022,7,AS,PSP,26,3,1.54,0,0.72,0,0.75,0,0,112
2022,7,AS,RDU,61,9,4.5,0,2.93,0,1.58,0,0,563
2022,7,AS,RNO,61,16,8.24,0,3.06,0,4.7,0,0,650
2022,7,AS,RSW,10,2,1.37,0,0.01,0,0.62,0,0,164
2022,7,AS,SAN,713,114,20.47,1.26,37.78,0,54.5,2,0,5466
2022,7,AS,SAT,31,14,2.18,0,6.53,0,5.28,0,0,464
2022,7,AS,SCC,16,1,0,0,0,0,1,0,1,32
2022,7,AS,SEA,6521,1086,300.98,35.65,390.66,9.65,349.06,30,12,54557
2022,7,AS,SFO,1040,246,56.6,4.97,115.31,1.77,67.36,10,0,14293
2022,7,AS,SIT,155,39,8.73,1.76,8.01,0,20.5,5,3,1544
2022,7,AS,SJC,289,42,15.78,0.54,6.81,1,17.87,0,0,1954
2022,7,AS,SLC,114,31,10.96,0,11.7,0,8.34,0,1,1277
2022,7,AS,SMF,168,39,17.3,0,9.31,0,12.39,1,0,1649
2022,7,AS,SNA,289,53,16.81,0,23.57,0,12.62,1,0,2258
2022,7,AS,STL,61,9,4.81,0,0.58,0,3.6,1,0,623
2022,7,AS,TPA,45,9,4.45,0.44,3.03,0,1.08,0,0,249
2022,7,AS,TUS,31,6,2.42,0,1.25,0,2.33,0,0,360
2022,7,AS,WRG,61,12,4.55,0,4.13,0,3.32,0,0,320
2022,7,AS,YAK,62,8,0,0,1.78,0.93,5.28,0,1,272
2022,7,B6,ABQ,31,14,7.54,0.86,3.81,0,1.8,0,0,886
2022,7,B6,ACK,215,49,19.22,5.63,13.13,0,11.02,5,2,3332
2022,7,B6,ALB,62,18,10,1.59,3.34,0,3.08,0,0,1444
2022,7,B6,ATL,149,75,45.73,0.38,15.45,0.4,13.03,2,0,6697
2022,7,B6,AUS,93,46,24.28,0.4,6.81,0,14.51,2,0,2922
2022,7,B6,AVL,25,8,4.91,0,2.1,0,0.99,0,0,203
2022,7,B6,BDL,146,49,21.52,3.49,11.03,0.5,12.45,0,1,3078
2022,7,B6,BNA,191,65,35.48,1.34,13.51,0,14.67,6,0,4004
2022,7,B6,BOS,3819,961,366.95,26.22,216.65,2.11,349.06,68,2,77806
2022,7,B6,BQN,75,44,24.13,2.36,1.92,0.96,14.62,1,1,3823
2022,7,B6,BTV,62,19,11.08,0.48,2.1,0,5.34,1,0,1978
2022,7,B6,BUF,184,61,34.7,4.61,9.07,0.61,12.02,1,0,4796
2022,7,B6,BUR,31,3,1.76,0,0.4,0,0.84,0,0,173
2022,7,B6,BWI,68,13,4.87,0,3.59,0,4.53,0,0,680
2022,7,B6,BZN,22,4,1.11,0,1.89,0,1,0,0,115
2022,7,B6,CHS,245,91,49.71,3.06,17.22,0.14,20.87,9,2,6927
2022,7,B6,CLE,87,21,11.39,0,6.11,0,3.5,1,0,1230
2022,7,B6,CLT,62,19,7.37,0,6.26,0,5.37,1,2,1295
2022,7,B6,DCA,910,194,78.98,16.13,63.89,0.44,34.57,10,11,16238
2022,7,B6,DEN,181,67,33.8,1.83,17.56,0,13.81,3,2,5436
2022,7,B6,DFW,62,24,15.34,0,3.79,0,4.87,1,0,1830
2022,7,B6,DTW,124,37,21.47,0.63,7.79,0,7.11,1,0,2938
2022,7,B6,EWR,542,170,74.48,4.29,49.02,1.04,41.17,10,3,13494
2022,7,B6,FLL,1356,429,211.02,11.18,74.94,0.47,131.4,17,7,35218
2022,7,B6,HPN,434,109,36.9,6.11,27.42,0.75,37.82,10,2,8584
2022,7,B6,HYA,31,9,5.46,0.38,0.09,0,3.06,0,0,1077
2022,7,B6,IAH,62,10,6.68,0,2.44,0,0.88,0,0,697
2022,7,B6,JAX,283,111,52.53,0.81,29.2,0,28.46,10,2,10312
2022,7,B6,JFK,4064,1349,442.29,31.36,344.49,4.94,525.91,96,15,114603
2022,7,B6,LAS,275,86,40.55,0.39,36.12,0,8.93,4,2,5249
2022,7,B6,LAX,921,260,112.95,2.64,76.18,0,68.23,10,4,15914
2022,7,B6,LGA,1349,424,122.05,16.82,174.19,0.04,110.9,57,15,36335
2022,7,B6,MCI,62,9,6.26,0.39,1.82,0,0.53,1,0,1604
2022,7,B6,MCO,1345,488,214.22,6.81,111.25,0.86,154.87,17,10,39352
2022,7,B6,MIA,212,67,38.52,2.02,12.41,0,14.05,2,2,5681
2022,7,B6,MKE,62,8,5.83,0.47,0.87,0,0.83,1,0,1057
2022,7,B6,MSP,93,44,22.29,0.74,10.83,0,10.14,2,0,3253
2022,7,B6,MSY,149,53,30.85,1.67,8.51,0,11.98,2,0,4114
2022,7,B6,MVY,127,35,22.46,1,3.63,0,7.91,2,0,2514
2022,7,B6,ONT,31,6,3.92,1,1.02,0,0.06,1,0,324
2022,7,B6,ORD,93,20,8.27,1,7.62,0,3.11,3,1,1422
2022,7,B6,ORH,93,23,13.18,1.15,2.66,0,6,5,0,2089
2022,7,B6,PBI,450,148,59.78,5.99,44.54,0.95,36.75,11,0,11682
2022,7,B6,PDX,62,30,14.69,0.52,10.22,0,4.58,0,0,1786
2022,7,B6,PHL,109,16,12.83,0,0.63,0,2.54,1,0,1010
2022,7,B6,PHX,124,45,23.11,0,13.77,0,8.12,0,6,2466
2022,7,B6,PIT,114,17,9.56,0,3.39,0,4.04,0,1,1047
2022,7,B6,PSE,62,29,17.58,1.89,2.75,0,6.78,0,1,2200
2022,7,B6,PVD,62,12,1.98,0.58,3.13,1.15,5.17,0,0,1150
2022,7,B6,PWM,81,20,14.32,0.94,1.16,0,3.58,3,0,1765
2022,7,B6,RDU,238,107,63.13,1.37,17.8,1.47,23.23,7,3,7849
2022,7,B6,RIC,168,39,20.98,0,8.59,0,9.44,1,0,2446
2022,7,B6,RNO,49,17,10.3,0,1.23,0,5.47,0,0,1294
2022,7,B6,ROC,62,23,12.4,0,6.11,0,4.49,0,0,1935
2022,7,B6,RSW,288,65,29.85,0.2,23.93,2,9.02,5,4,3993
2022,7,B6,SAN,168,32,21.83,1.87,5.1,0,3.21,0,0,2017
